game_id,points,offense,defense,offense_mean_rank,offense_median_rank,offense_trimmed_rank,defense_mean_rank,defense_median_rank,defense_trimmed_rank,mean_rank_diff,median_rank_diff,trimmed_rank_diff,rf_pred
496,21,Idaho,Missouri,112.71,114,112.86,48.54,51,48.45,64.16999999999999,63,64.41,19.54623994299795
497,10,Iowa,Northwestern,25.89,24,25.45,20.83,20,20.68,5.060000000000002,4,4.77,23.36126286367679
498,24,Mississippi,LSU,62.27,63,62.11,21.18,21,21.07,41.09,42,41.04,23.070275962461672
499,23,ULM,South Alabama,108.66,109,108.85,114.65,116,114.86,-5.990000000000009,-7,-6.010000000000005,23.393369318726243
500,0,Kansas,TCU,120.93,121,121.19,15,15,14.98,105.93,106,106.21,9.61501059285243
501,10,Texas,Oklahoma St,44.1,43,43.94,19.39,18.5,19.36,24.71,24.5,24.58,20.752580845771146
502,13,Texas Tech,Iowa St,53.54,53,53.32,33.95,34,33.59,19.589999999999996,19,19.729999999999997,25.138837568525304
503,28,Tulane,South Florida,80.4,79,80.31,35.43,34,35.21,44.970000000000006,45,45.1,20.409613441131885
504,7,Rice,UT San Antonio,125.18,126,125.54,92.49,95,92.72,32.69000000000001,31,32.82000000000001,17.88103500761035
505,13,Maryland,Wisconsin,75.53,74,75.65,5.56,5,5.46,69.97,69,70.19000000000001,14.988802336903603
506,14,Wyoming,Boise St,77.85,79,78.03,29.91,29.5,29.91,47.94,49.5,48.120000000000005,18.840776452676984
507,10,Utah,Arizona St,49.68,52,49.5,41.44,40,41.02,8.240000000000002,12,8.479999999999997,25.830659973062325
508,44,California,Arizona,65.23,64,65.12,50.7,50,50.5,14.530000000000001,14,14.620000000000005,31.968625347769247
509,14,Oregon,UCLA,39.78,39,39.66,50.2,50,50.05,-10.420000000000002,-11,-10.39,29.910712617913514
510,28,UNLV,Utah St,102.19,102,102.21,84.57,85,84.71,17.620000000000005,17,17.5,22.385860332031832
511,0,Colorado,Washington St,77.62,78,77.67,24.7,23,24.64,52.92,55,53.03,14.943048317967376
512,14,USC,Notre Dame,12.62,12,12.54,11.16,10,10.99,1.459999999999999,2,1.549999999999999,28.124608888483856
513,3,San Diego St,Fresno St,34.67,33,34.41,46.19,43,46.03,-11.519999999999996,-10,-11.620000000000005,24.21916264090177
514,17,Ball St,Toledo,125.54,126,125.8,32.47,31,32.14,93.07000000000001,95,93.66,11.758125171981533
515,13,South Alabama,Georgia St,114.65,116,114.86,105.35,106,105.64,9.300000000000011,10,9.219999999999999,25.50239768374702
516,27,E Michigan,N Illinois,89.25,90,89.49,57.87,58,57.68,31.380000000000003,32,31.809999999999995,24.80131960288586
517,14,Oregon St,Stanford,115.88,117,116.31,17.31,16,17.12,98.57,101,99.19,12.907106138494104
518,3,Florida St,Boston College,40.13,39,39.82,30.96,29,30.52,9.170000000000002,10,9.3,22.99269610358253
519,26,Tulane,Memphis,80.4,79,80.31,21.31,20,21.3,59.09,59,59.010000000000005,16.586099840157384
520,34,Tulsa,SMU,104.96,107,105.16,58.7,59,58.42,46.25999999999999,48,46.739999999999995,22.83237374053445
521,20,Buffalo,Akron,85.25,86,85.32,83.39,82,83.29,1.8599999999999994,4,2.029999999999987,21.066239834931423
522,10,Georgia Tech,Clemson,48.67,48,48.54,2.1,2,2.05,46.57,46,46.49,15.815282946233799
523,7,Coastal Car,Texas St,119.83,121,120,126.47,127,126.77,-6.640000000000001,-6,-6.769999999999996,27.867069076604835
524,12,Connecticut,Missouri,108.29,109,108.49,48.54,51,48.45,59.75000000000001,58,60.03999999999999,20.75097287735849
525,7,Florida,Georgia,69.78,70,69.85,2.73,2,2.68,67.05,68,67.16999999999999,13.215610726159774
526,26,Tennessee,Kentucky,89.17,90,89.2,57.89,58,57.59,31.28,32,31.61,24.979500891265598
527,30,Marshall,Florida Intl,73.74,76,73.68,77.11,77,77.06,-3.3700000000000045,-1,-3.3799999999999955,24.123430702299565
528,39,Indiana,Maryland,62.31,62,62.21,75.53,74,75.65,-13.219999999999999,-12,-13.440000000000005,32.8619394012264
529,27,Appalachian St,Massachusetts,71.49,72,71.44,105.98,108,106.21,-34.49000000000001,-36,-34.769999999999996,33.06537515375154
530,14,Rutgers,Michigan,92.08,92,92.05,23.2,22,22.91,68.88,70,69.14,14.264119601328904
531,19,North Carolina,Miami FL,86.16,91,86.25,12.94,12,12.89,73.22,79,73.36,16.091729513110977
532,38,Penn St,Ohio St,7.69,7,7.54,4.96,5,4.88,2.7300000000000004,2,2.66,25.47675686073352
533,14,Virginia,Pittsburgh,63.33,62,63.21,64.3,65,64.18,-0.9699999999999989,-3,-0.970000000000006,24.9394249240875
534,24,Purdue,Nebraska,44.51,43,44.28,77.64,76,77.47,-33.13,-33,-33.19,29.480326354679804
535,27,Vanderbilt,South Carolina,80.34,81,80.48,38.11,36,37.84,42.230000000000004,45,42.64,23.83122243226213
536,3,Duke,Virginia Tech,53.03,51,52.77,19.41,19,19.25,33.620000000000005,32,33.52,23.331826174328057
537,32,Louisville,Wake Forest,27.51,27,27.26,32.82,32,32.49,-5.309999999999999,-5,-5.23,27.207938202600012
538,39,West Virginia,Oklahoma St,44.8,44,44.59,19.39,18.5,19.36,25.409999999999997,25.5,25.230000000000004,27.162961265184506
539,20,San Jose St,BYU,125.87,126,126.27,104.12,106,104.47,21.75,20,21.799999999999997,18.214904152869337
540,7,Baylor,Texas,104.83,111,105.15,44.1,43,43.94,60.73,68,61.21000000000001,19.06794414177469
541,10,Illinois,Wisconsin,107.92,108,108.22,5.56,5,5.46,102.36,103,102.76,11.697782771040545
542,10,Minnesota,Iowa,71.37,69,71.23,25.89,24,25.45,45.480000000000004,45,45.78,16.385059830139234
543,7,TCU,Iowa St,15,15,14.98,33.95,34,33.59,-18.950000000000003,-19,-18.610000000000003,30.309112098018836
544,20,Kansas,Kansas St,120.93,121,121.19,45.64,46,45.47,75.29,75,75.72,17.948022289211657
545,38,Old Dominion,North Texas,108.61,108,108.74,65.82,64,65.71,42.790000000000006,44,43.03,26.67742356511241
546,31,Michigan St,Northwestern,20.78,18,20.55,20.83,20,20.68,-0.04999999999999716,-2,-0.129999999999999,28.793758685275815
547,27,Texas Tech,Oklahoma,53.54,53,53.32,4.97,4,4.94,48.57,49,48.38,16.07867230759659
548,37,Mississippi,Arkansas,62.27,63,62.11,83.09,83,83.19,-20.82,-20,-21.08,34.1866703539823
549,28,Rice,Louisiana Tech,125.18,126,125.54,88.91,91,88.99,36.27000000000001,35,36.55000000000001,19.036035759270067
550,12,Southern Miss,UAB,78.7,81,78.92,89.48,91,89.66,-10.780000000000001,-10,-10.739999999999995,26.70998236974892
551,14,Texas A&M,Mississippi St,45.46,45,45.32,26.12,27,26.12,19.34,18,19.2,22.28531990413494
552,16,Ga Southern,Troy,120.79,122,121.06,48.22,46,48.03,72.57000000000001,76,73.03,18.628892386507424
553,28,WKU,FL Atlantic,101.64,102,101.86,37.09,34,36.72,64.55,68,65.14,19.046124729082084
554,28,California,Colorado,65.23,64,65.12,77.62,78,77.67,-12.39,-14,-12.549999999999997,31.780153275348216
555,28,Colorado St,Air Force,77.44,76,77.48,91.62,92,91.63,-14.180000000000007,-16,-14.149999999999991,25.68109113825286
556,21,New Mexico St,Arkansas St,101.82,103,102.09,77.83,80,78.05,23.989999999999995,23,24.040000000000006,23.321483631087332
557,14,UTEP,UT San Antonio,129.25,130,129.59,92.49,95,92.72,36.760000000000005,35,36.870000000000005,16.002021081434034
558,3,New Mexico,Wyoming,113.56,114,113.77,77.85,79,78.03,35.71000000000001,35,35.739999999999995,20.48363289327183
559,17,Arizona St,USC,41.44,40,41.02,12.62,12,12.54,28.82,28,28.480000000000004,17.448434823236255
560,16,Fresno St,UNLV,46.19,43,46.03,102.19,102,102.21,-56,-59,-56.17999999999999,29.53006584251545
561,23,ULM,Idaho,108.66,109,108.85,112.71,114,112.86,-4.049999999999997,-5,-4.010000000000005,22.996164790300632
562,20,Utah,Oregon,49.68,52,49.5,39.78,39,39.66,9.899999999999999,13,9.840000000000003,24.244217040963264
563,23,UCLA,Washington,50.2,50,50.05,11.72,11,11.48,38.480000000000004,39,38.56999999999999,22.27498023475035
564,14,NC State,Notre Dame,25.34,24,25.05,11.16,10,10.99,14.18,14,14.06,25.473101980261884
565,37,Washington St,Arizona,24.7,23,24.64,50.7,50,50.5,-26.000000000000004,-27,-25.86,33.96940564725799
566,7,Hawaii,San Diego St,119.54,120,119.8,34.67,33,34.41,84.87,87,85.39,12.825222588120502
567,14,Utah St,Boise St,84.57,85,84.71,29.91,29.5,29.91,54.66,55.5,54.8,18.238887181063635
568,24,South Florida,Houston,35.43,34,35.21,48.13,47,47.77,-12.700000000000003,-13,-12.560000000000002,25.987567601168646
570,16,Kent,Bowling Green,121.62,122,121.88,114.81,116,115.04,6.810000000000002,6,6.839999999999989,26.076135576135577
571,28,Miami OH,Ohio,97.8,98,98.05,62.63,63,62.51,35.169999999999995,35,35.54,22.447393455098936
572,28,W Michigan,C Michigan,78.47,79,78.33,67.65,67,67.57,10.819999999999993,12,10.760000000000005,28.701431555664783
573,14,Ball St,E Michigan,125.54,126,125.8,89.25,90,89.49,36.290000000000006,36,36.31,18.26084934903906
574,26,Navy,Temple,51.61,52,51.33,74.57,74,74.6,-22.959999999999994,-22,-23.269999999999996,31.98502957121735
575,17,N Illinois,Toledo,57.87,58,57.68,32.47,31,32.14,25.4,27,25.54,25.51923259268624
576,21,Idaho,Troy,112.71,114,112.86,48.22,46,48.03,64.49,68,64.83,18.972614385038103
577,14,Tulsa,Memphis,104.96,107,105.16,21.31,20,21.3,83.64999999999999,87,83.86,15.224988988401115
578,17,UCLA,Utah,50.2,50,50.05,49.68,52,49.5,0.5200000000000031,-2,0.5499999999999972,26.83898543917332
579,25,Marshall,FL Atlantic,73.74,76,73.68,37.09,34,36.72,36.64999999999999,42,36.96000000000001,22.465581165420502
580,7,UT San Antonio,Florida Intl,92.49,95,92.72,77.11,77,77.06,15.379999999999995,18,15.659999999999997,21.497142500234222
581,24,Syracuse,Florida St,73.23,71,73.23,40.13,39,39.82,33.1,32,33.410000000000004,23.87205940533796
582,10,South Carolina,Georgia,38.11,36,37.84,2.73,2,2.68,35.38,34,35.160000000000004,15.762300739523418
583,17,Indiana,Wisconsin,62.31,62,62.21,5.56,5,5.46,56.75,57,56.75,15.061098671901359
584,34,Kentucky,Mississippi,57.89,58,57.59,62.27,63,62.11,-4.380000000000003,-5,-4.519999999999996,27.358702083268458
585,10,Virginia Tech,Miami FL,19.41,19,19.25,12.94,12,12.89,6.470000000000001,7,6.359999999999999,23.434286950074146
586,10,Minnesota,Michigan,71.37,69,71.23,23.2,22,22.91,48.17,47,48.32000000000001,15.346737342350576
587,24,Penn St,Michigan St,7.69,7,7.54,20.78,18,20.55,-13.09,-11,-13.010000000000002,34.54678796880802
588,31,NC State,Clemson,25.34,24,25.05,2.1,2,2.05,23.24,22,23,20.51704983303365
589,0,Charlotte,Old Dominion,126.26,127,126.63,108.61,108,108.74,17.650000000000006,19,17.89,17.686288892964118
590,10,Illinois,Purdue,107.92,108,108.22,44.51,43,44.28,63.410000000000004,65,63.94,18.699254426840632
591,10,Southern Miss,Tennessee,78.7,81,78.92,89.17,90,89.2,-10.469999999999999,-9,-10.280000000000001,27.248634049422577
592,36,Georgia Tech,Virginia,48.67,48,48.54,63.33,62,63.21,-14.659999999999997,-14,-14.670000000000002,35.30866040955632
593,16,Iowa St,West Virginia,33.95,34,33.59,44.8,44,44.59,-10.849999999999994,-10,-11,24.53053360963606
594,10,LSU,Alabama,21.18,21,21.07,5.06,5,5.04,16.12,16,16.03,18.70360032616195
595,38,Coastal Car,Arkansas,119.83,121,120,83.09,83,83.19,36.739999999999995,38,36.81,21.456025854224844
596,24,Ohio St,Iowa,4.96,5,4.88,25.89,24,25.45,-20.93,-19,-20.57,34.61112087654538
597,9,Kansas,Baylor,120.93,121,121.19,104.83,111,105.15,16.10000000000001,10,16.039999999999992,20.242866161616163
598,23,Louisiana Tech,North Texas,88.91,91,88.99,65.82,64,65.71,23.090000000000003,27,23.28,26.51843268131393
599,45,Appalachian St,ULM,71.49,72,71.44,108.66,109,108.85,-37.17,-37,-37.41,37.36725487187356
600,3,UTEP,MTSU,129.25,130,129.59,92.5,94,92.62,36.75,36,36.97,15.782510365623821
601,23,Massachusetts,Mississippi St,105.98,108,106.21,26.12,27,26.12,79.86,81,80.08999999999999,15.639459742679165
602,16,Florida,Missouri,69.78,70,69.85,48.54,51,48.45,21.240000000000002,19,21.39999999999999,25.089595026857385
603,24,Nebraska,Northwestern,77.64,76,77.47,20.83,20,20.68,56.81,56,56.79,16.215938069216758
604,52,Oklahoma St,Oklahoma,19.39,18.5,19.36,4.97,4,4.94,14.420000000000002,14.5,14.419999999999998,26.061027190332325
605,24,SMU,UCF,58.7,59,58.42,9.1,8,8.95,49.6,51,49.47,18.212137154174663
606,14,South Alabama,ULL,114.65,116,114.86,115.28,117,115.54,-0.6299999999999955,-1,-0.6800000000000068,22.909344049615544
607,7,Texas,TCU,44.1,43,43.94,15,15,14.98,29.1,28,28.959999999999997,17.133127422862366
608,27,Texas A&M,Auburn,45.46,45,45.32,8.66,9,8.62,36.8,36,36.7,21.557374068012365
609,35,Texas St,New Mexico St,126.47,127,126.77,101.82,103,102.09,24.650000000000006,24,24.679999999999993,17.559452887537994
610,35,Texas Tech,Kansas St,53.54,53,53.32,45.64,46,45.47,7.899999999999999,7,7.850000000000001,30.83674836352565
611,16,Tulane,Cincinnati,80.4,79,80.31,101.84,103,101.92,-21.439999999999998,-24,-21.61,34.22599867578901
612,21,Rice,UAB,125.18,126,125.54,89.48,91,89.66,35.7,35,35.88000000000001,18.765150108325596
613,17,WKU,Vanderbilt,101.64,102,101.86,80.34,81,80.48,21.299999999999997,21,21.379999999999995,22.704257413559738
614,14,Nevada,Boise St,104.18,104,104.38,29.91,29.5,29.91,74.27000000000001,74.5,74.47,18.58998740554156
615,10,New Mexico,Utah St,113.56,114,113.77,84.57,85,84.71,28.99000000000001,29,29.060000000000002,22.781244127043788
616,30,Colorado,Arizona St,77.62,78,77.67,41.44,40,41.02,36.18000000000001,38,36.65,23.21006797606741
617,23,Oregon St,California,115.88,117,116.31,65.23,64,65.12,50.64999999999999,53,51.19,21.99741460595553
618,13,BYU,Fresno St,104.12,106,104.47,46.19,43,46.03,57.93000000000001,63,58.44,20.787434618659532
619,17,Ga Southern,Georgia St,120.79,122,121.06,105.35,106,105.64,15.440000000000012,16,15.420000000000002,20.90511886913686
620,7,San Jose St,San Diego St,125.87,126,126.27,34.67,33,34.41,91.2,93,91.86,11.519153256822866
621,23,Hawaii,UNLV,119.54,120,119.8,102.19,102,102.21,17.35000000000001,18,17.590000000000003,21.888088376561
622,35,Arizona,USC,50.7,50,50.5,12.62,12,12.54,38.080000000000005,38,37.96,23.118069344738046
623,3,Oregon,Washington,39.78,39,39.66,11.72,11,11.48,28.060000000000002,28,28.179999999999996,17.222821485685618
624,21,Stanford,Washington St,17.31,16,17.12,24.7,23,24.64,-7.390000000000001,-7,-7.52,29.937106918238992
625,0,Air Force,Army,91.62,92,91.63,54.96,55,54.6,36.660000000000004,37,37.029999999999994,21.751830161054173
626,37,Wake Forest,Notre Dame,32.82,32,32.49,11.16,10,10.99,21.66,22,21.5,22.637228176692894
627,13,Colorado St,Wyoming,77.44,76,77.48,77.85,79,78.03,-0.4099999999999966,-3,-0.5499999999999972,21.859373541945317
628,20,Connecticut,South Florida,108.29,109,108.49,35.43,34,35.21,72.86000000000001,75,73.28,20.533480037723987
629,27,East Carolina,Houston,107.55,108,107.72,48.13,47,47.77,59.419999999999995,61,59.949999999999996,22.090953485532903
630,24,Maryland,Rutgers,75.53,74,75.65,92.08,92,92.05,-16.549999999999997,-18,-16.39999999999999,25.804094459360506
631,28,Bowling Green,Buffalo,114.81,116,115.04,85.25,86,85.32,29.560000000000002,30,29.720000000000013,23.285366547592705
632,14,Akron,Miami OH,83.39,82,83.29,97.8,98,98.05,-14.409999999999997,-16,-14.759999999999991,25.437789584234263
633,30,E Michigan,C Michigan,89.25,90,89.49,67.65,67,67.57,21.599999999999994,23,21.92,25.8793867120954
634,10,Toledo,Ohio,32.47,31,32.14,62.63,63,62.51,-30.160000000000004,-32,-30.369999999999997,29.400432762680584
635,20,Kent,W Michigan,121.62,122,121.88,78.47,79,78.33,43.150000000000006,43,43.55,18.7311555459406
636,6,Ga Southern,Appalachian St,120.79,122,121.06,71.49,72,71.44,49.30000000000001,50,49.620000000000005,17.609144681250587
637,31,Pittsburgh,North Carolina,64.3,65,64.18,86.16,91,86.25,-21.86,-26,-22.069999999999993,31.509429976764537
638,17,Ball St,N Illinois,125.54,126,125.8,57.87,58,57.68,67.67000000000002,68,68.12,12.924566148983375
639,24,Cincinnati,Temple,101.84,103,101.92,74.57,74,74.6,27.27000000000001,29,27.320000000000007,22.864951671060208
640,22,Washington,Stanford,11.72,11,11.48,17.31,16,17.12,-5.589999999999998,-5,-5.640000000000001,26.555675538334498
641,21,UNLV,BYU,102.19,102,102.21,104.12,106,104.47,-1.9300000000000068,-4,-2.260000000000005,20.226433459178857
643,16,Duke,Army,53.03,51,52.77,54.96,55,54.6,-1.9299999999999997,-4,-1.8299999999999983,25.353857753204323
644,14,Boston College,NC State,30.96,29,30.52,25.34,24,25.05,5.620000000000001,5,5.469999999999999,27.030864197530864
645,21,Charlotte,MTSU,126.26,127,126.63,92.5,94,92.62,33.760000000000005,33,34.00999999999999,16.389854851031323
646,14,Florida St,Clemson,40.13,39,39.82,2.1,2,2.05,38.03,37,37.77,16.968589806379992
647,17,Coastal Car,Troy,119.83,121,120,48.22,46,48.03,71.61,75,71.97,20.200006110788596
648,24,East Carolina,Tulane,107.55,108,107.72,80.4,79,80.31,27.14999999999999,29,27.409999999999997,24.025006128953176
649,30,Florida Intl,Old Dominion,77.11,77,77.06,108.61,108,108.74,-31.5,-31,-31.679999999999993,36.17704778156997
650,22,Virginia Tech,Georgia Tech,19.41,19,19.25,48.67,48,48.54,-29.26,-29,-29.29,31.286078829244296
651,21,Virginia,Louisville,63.33,62,63.21,27.51,27,27.26,35.81999999999999,35,35.95,21.5413092973209
652,23,WKU,Marshall,101.64,102,101.86,73.74,76,73.68,27.900000000000006,26,28.179999999999993,21.119028465346535
653,10,Maryland,Michigan,75.53,74,75.65,23.2,22,22.91,52.33,52,52.74000000000001,15.401625230341661
654,8,Notre Dame,Miami FL,11.16,10,10.99,12.94,12,12.89,-1.7799999999999994,-2,-1.9000000000000004,28.215141878669275
655,40,SMU,Navy,58.7,59,58.42,51.61,52,51.33,7.090000000000003,7,7.090000000000003,30.978048556470625
656,3,Michigan St,Ohio St,20.78,18,20.55,4.96,5,4.88,15.82,13,15.670000000000002,19.0545882968975
657,6,Rutgers,Penn St,92.08,92,92.05,7.69,7,7.54,84.39,85,84.50999999999999,9.697693150331851
658,20,Florida,South Carolina,69.78,70,69.85,38.11,36,37.84,31.67,34,32.00999999999999,22.003579445489294
659,43,Syracuse,Wake Forest,73.23,71,73.23,32.82,32,32.49,40.410000000000004,39,40.74,24.537475000793627
660,24,Connecticut,UCF,108.29,109,108.49,9.1,8,8.95,99.19000000000001,101,99.53999999999999,15.536307085419512
661,17,Georgia,Auburn,2.73,2,2.68,8.66,9,8.62,-5.93,-7,-5.9399999999999995,24.946423371833447
662,14,Illinois,Indiana,107.92,108,108.22,62.31,62,62.21,45.61,46,46.01,21.802060686265243
663,42,Iowa St,Oklahoma St,33.95,34,33.59,19.39,18.5,19.36,14.560000000000002,15.5,14.230000000000004,27.885167464114833
664,23,Kansas St,West Virginia,45.64,46,45.47,44.8,44,44.59,0.8400000000000034,2,0.8799999999999955,28.04487748172168
665,10,Arkansas,LSU,83.09,83,83.19,21.18,21,21.07,61.910000000000004,62,62.12,15.368268101156248
666,23,Louisiana Tech,FL Atlantic,88.91,91,88.99,37.09,34,36.72,51.81999999999999,57,52.269999999999996,19.89924926240762
667,21,Nebraska,Minnesota,77.64,76,77.47,71.37,69,71.23,6.269999999999996,7,6.239999999999995,29.771653302319887
668,24,Mississippi St,Alabama,26.12,27,26.12,5.06,5,5.04,21.060000000000002,22,21.080000000000002,21.674394325544263
669,17,Tennessee,Missouri,89.17,90,89.2,48.54,51,48.45,40.63,39,40.75,25.438001154660338
670,10,UTEP,North Texas,129.25,130,129.59,65.82,64,65.71,63.43000000000001,66,63.88000000000001,13.167282138686362
671,13,Purdue,Northwestern,44.51,43,44.28,20.83,20,20.68,23.68,23,23.6,21.166462293071735
672,20,TCU,Oklahoma,15,15,14.98,4.97,4,4.94,10.030000000000001,11,10.04,21.39433467613019
673,22,ULL,Mississippi,115.28,117,115.54,62.27,63,62.11,53.01,54,53.43000000000001,21.904883631067385
674,34,Rice,Southern Miss,125.18,126,125.54,78.7,81,78.92,46.480000000000004,45,46.620000000000005,15.288597345671496
675,19,Arkansas St,South Alabama,77.83,80,78.05,114.65,116,114.86,-36.82000000000001,-36,-36.81,34.32633027522936
676,27,Kansas,Texas,120.93,121,121.19,44.1,43,43.94,76.83000000000001,78,77.25,16.421723579224114
677,14,New Mexico,Texas A&M,113.56,114,113.77,45.46,45,45.32,68.1,69,68.44999999999999,17.14364319995109
678,30,Texas St,Georgia St,126.47,127,126.77,105.35,106,105.64,21.120000000000005,21,21.129999999999995,17.651385499366718
679,24,Baylor,Texas Tech,104.83,111,105.15,53.54,53,53.32,51.29,58,51.830000000000005,22.849025826914364
680,19,UT San Antonio,UAB,92.49,95,92.72,89.48,91,89.66,3.009999999999991,4,3.0600000000000023,20.50465151287069
681,21,Vanderbilt,Kentucky,80.34,81,80.48,57.89,58,57.59,22.450000000000003,23,22.89,24.943472005754707
682,14,Iowa,Wisconsin,25.89,24,25.45,5.56,5,5.46,20.330000000000002,19,19.99,20.963505438945916
683,14,Air Force,Wyoming,91.62,92,91.63,77.85,79,78.03,13.77000000000001,13,13.599999999999994,26.16211512293915
684,28,Oregon St,Arizona,115.88,117,116.31,50.7,50,50.5,65.17999999999999,67,65.81,20.09296564896887
685,24,Colorado,USC,77.62,78,77.67,12.62,12,12.54,65,66,65.13,17.485142078870798
686,25,Utah,Washington St,49.68,52,49.5,24.7,23,24.64,24.98,29,24.86,27.698192382182054
687,14,San Jose St,Nevada,125.87,126,126.27,104.18,104,104.38,21.689999999999998,22,21.89,18.18169664560039
688,37,Arizona St,UCLA,41.44,40,41.02,50.2,50,50.05,-8.760000000000005,-10,-9.029999999999994,33.59482731627892
689,21,Hawaii,Fresno St,119.54,120,119.8,46.19,43,46.03,73.35000000000001,77,73.77,20.03047750172101
690,52,Colorado St,Boise St,77.44,76,77.48,29.91,29.5,29.91,47.53,46.5,47.57000000000001,20.281234096692113
691,34,Ohio,Akron,62.63,63,62.51,83.39,82,83.29,-20.759999999999998,-19,-20.78000000000001,33.67807881773399
692,37,Bowling Green,Toledo,114.81,116,115.04,32.47,31,32.14,82.34,85,82.9,15.477087832440908
693,23,Kent,C Michigan,121.62,122,121.88,67.65,67,67.57,53.97,55,54.31,14.116901233802468
694,24,Miami OH,E Michigan,97.8,98,98.05,89.25,90,89.49,8.549999999999997,8,8.560000000000002,26.241040183419813
695,31,W Michigan,N Illinois,78.47,79,78.33,57.87,58,57.68,20.6,21,20.65,26.258759202126036
696,24,Ball St,Buffalo,125.54,126,125.8,85.25,86,85.32,40.290000000000006,40,40.480000000000004,18.467308227867687
697,20,Tulsa,South Florida,104.96,107,105.16,35.43,34,35.21,69.53,73,69.94999999999999,20.539618545510933
698,35,New Mexico,UNLV,113.56,114,113.77,102.19,102,102.21,11.370000000000005,12,11.560000000000002,25.356278480248665
699,38,MTSU,WKU,92.5,94,92.62,101.64,102,101.86,-9.14,-8,-9.239999999999995,29.969271262764
705,16,Connecticut,Boston College,108.29,109,108.49,30.96,29,30.52,77.33000000000001,80,77.97,16.396255572065378
706,20,Georgia Tech,Duke,48.67,48,48.54,53.03,51,52.77,-4.359999999999999,-3,-4.230000000000004,26.814011880703045
707,20,Cincinnati,East Carolina,101.84,103,101.92,107.55,108,107.72,-5.709999999999994,-5,-5.799999999999997,20.181779061904468
708,7,UAB,Florida,89.48,91,89.66,69.78,70,69.85,19.700000000000003,21,19.810000000000002,21.503559457302472
709,24,Florida Intl,FL Atlantic,77.11,77,77.06,37.09,34,36.72,40.019999999999996,43,40.34,24.423190753606033
710,13,Kentucky,Georgia,57.89,58,57.59,2.73,2,2.68,55.160000000000004,56,54.910000000000004,14.909495830174375
711,0,Rutgers,Indiana,92.08,92,92.05,62.31,62,62.21,29.769999999999996,30,29.839999999999996,22.934101728890003
712,10,Syracuse,Louisville,73.23,71,73.23,27.51,27,27.26,45.72,44,45.97,18.16889534883721
713,28,Virginia,Miami FL,63.33,62,63.21,12.94,12,12.89,50.39,50,50.32,18.0017936110338
714,7,Maryland,Michigan St,75.53,74,75.65,20.78,18,20.55,54.75,56,55.10000000000001,15.28543443536964
715,14,Illinois,Ohio St,107.92,108,108.22,4.96,5,4.88,102.96000000000001,103,103.34,11.64411941897048
716,21,Rice,Old Dominion,125.18,126,125.54,108.61,108,108.74,16.570000000000007,18,16.80000000000001,19.41526508226691
717,44,Nebraska,Penn St,77.64,76,77.47,7.69,7,7.54,69.95,69,69.92999999999999,16.583828051268
718,19,Temple,UCF,74.57,74,74.6,9.1,8,8.95,65.47,66,65.64999999999999,16.674888433240863
719,14,Pittsburgh,Virginia Tech,64.3,65,64.18,19.41,19,19.25,44.89,46,44.93000000000001,16.22277930186359
720,24,NC State,Wake Forest,25.34,24,25.05,32.82,32,32.49,-7.48,-8,-7.440000000000001,29.061717888100866
721,14,West Virginia,Texas,44.8,44,44.59,44.1,43,43.94,0.6999999999999957,1,0.6500000000000057,27.854566362040792
722,21,Arkansas,Mississippi St,83.09,83,83.19,26.12,27,26.12,56.97,56,57.06999999999999,18.31893974418246
723,12,Texas St,Arkansas St,126.47,127,126.77,77.83,80,78.05,48.64,47,48.72,12.21151229391475
724,14,ULM,Auburn,108.66,109,108.85,8.66,9,8.62,100,100,100.22999999999999,13.783316788683459
725,13,Baylor,Iowa St,104.83,111,105.15,33.95,34,33.59,70.88,77,71.56,19.810474128463397
726,14,San Jose St,Colorado St,125.87,126,126.27,77.44,76,77.48,48.43000000000001,50,48.78999999999999,13.217383246849518
727,15,Iowa,Purdue,25.89,24,25.45,44.51,43,44.28,-18.619999999999997,-19,-18.830000000000002,27.399413910278394
728,3,Kansas,Oklahoma,120.93,121,121.19,4.97,4,4.94,115.96000000000001,117,116.25,8.753807722998994
729,34,New Mexico St,ULL,101.82,103,102.09,115.28,117,115.54,-13.460000000000008,-14,-13.450000000000003,32.949138010227514
730,45,SMU,Memphis,58.7,59,58.42,21.31,20,21.3,37.39,39,37.120000000000005,24.866214511041008
731,49,Army,North Texas,54.96,55,54.6,65.82,64,65.71,-10.859999999999992,-9,-11.109999999999992,33.88198955547064
732,0,Minnesota,Northwestern,71.37,69,71.23,20.83,20,20.68,50.540000000000006,49,50.550000000000004,15.127200385821075
733,40,Oklahoma St,Kansas St,19.39,18.5,19.36,45.64,46,45.47,-26.25,-27.5,-26.11,34.1994614057914
734,24,Mississippi,Texas A&M,62.27,63,62.11,45.46,45,45.32,16.810000000000002,18,16.79,24.517681435983064
735,21,Charlotte,Southern Miss,126.26,127,126.63,78.7,81,78.92,47.56,46,47.709999999999994,13.443462734353353
736,10,Tennessee,LSU,89.17,90,89.2,21.18,21,21.07,67.99000000000001,69,68.13,13.00294652372892
737,3,Texas Tech,TCU,53.54,53,53.32,15,15,14.98,38.54,38,38.34,20.39324374766704
738,17,Houston,Tulane,48.13,47,47.77,80.4,79,80.31,-32.27,-32,-32.54,27.68285443637512
