game_id,points,offense,defense,offense_mean_rank,offense_median_rank,offense_trimmed_rank,defense_mean_rank,defense_median_rank,defense_trimmed_rank,mean_rank_diff,median_rank_diff,trimmed_rank_diff,rf_pred
789,42,Vanderbilt,Tennessee,80.34,81,80.48,89.17,90,89.2,-8.829999999999998,-9,-8.719999999999999,28.795722159589126
790,31,Duke,Wake Forest,53.03,51,52.77,32.82,32,32.49,20.21,19,20.28,26.912999197580397
791,26,Auburn,Alabama,8.66,9,8.62,5.06,5,5.04,3.6000000000000005,4,3.579999999999999,23.848474481385875
792,42,Northwestern,Illinois,20.83,20,20.68,107.92,108,108.22,-87.09,-88,-87.53999999999999,48.45747061233494
793,20,Kansas St,Iowa St,45.64,46,45.47,33.95,34,33.59,11.689999999999998,12,11.879999999999995,23.333055375397635
794,45,LSU,Texas A&M,21.18,21,21.07,45.46,45,45.32,-24.28,-24,-24.25,32.580844273154284
795,34,Ga Southern,ULL,120.79,122,121.06,115.28,117,115.54,5.510000000000005,5,5.519999999999996,28.334770487551868
796,20,Louisiana Tech,UT San Antonio,88.91,91,88.99,92.49,95,92.72,-3.5799999999999983,-4,-3.730000000000004,20.703808263490664
797,67,Arkansas St,ULM,77.83,80,78.05,108.66,109,108.85,-30.83,-29,-30.799999999999997,37.366610842327255
798,70,Memphis,East Carolina,21.31,20,21.3,107.55,108,107.72,-86.24,-88,-86.42,49.63768688664954
799,41,MTSU,Old Dominion,92.5,94,92.62,108.61,108,108.74,-16.11,-14,-16.11999999999999,32.692668676383754
800,31,Wisconsin,Minnesota,5.56,5,5.46,71.37,69,71.23,-65.81,-64,-65.77000000000001,43.526272998283595
801,59,Oklahoma,West Virginia,4.97,4,4.94,44.8,44,44.59,-39.83,-40,-39.650000000000006,36.97708540893035
802,58,Oklahoma St,Kansas,19.39,18.5,19.36,120.93,121,121.19,-101.54,-102.5,-101.83,45.87579908675799
803,30,North Texas,Rice,65.82,64,65.71,125.18,126,125.54,-59.360000000000014,-62,-59.83000000000001,43.958264410230306
804,41,SMU,Tulane,58.7,59,58.42,80.4,79,80.31,-21.700000000000003,-20,-21.89,34.15824272240153
805,43,Temple,Tulsa,74.57,74,74.6,104.96,107,105.16,-30.39,-33,-30.560000000000002,34.98720695739854
806,28,UAB,UTEP,89.48,91,89.66,129.25,130,129.59,-39.769999999999996,-39,-39.93000000000001,38.01581896418289
807,38,Air Force,Utah St,91.62,92,91.63,84.57,85,84.71,7.050000000000011,7,6.920000000000002,28.048177963497817
808,42,Arizona St,Arizona,41.44,40,41.02,50.7,50,50.5,-9.260000000000005,-10,-9.479999999999997,33.8552479635467
809,17,New Mexico St,Idaho,101.82,103,102.09,112.71,114,112.86,-10.89,-11,-10.769999999999996,30.181549010441017
810,34,Utah,Colorado,49.68,52,49.5,77.62,78,77.67,-27.940000000000005,-26,-28.17,31.795850648142405
811,23,Nevada,UNLV,104.18,104,104.38,102.19,102,102.21,1.990000000000009,2,2.1700000000000017,21.975010301995642
812,69,Oregon,Oregon St,39.78,39,39.66,115.88,117,116.31,-76.1,-78,-76.65,45.14136109384711
813,20,San Jose St,Wyoming,125.87,126,126.27,77.85,79,78.03,48.02000000000001,47,48.239999999999995,12.799654524516637
814,38,Stanford,Notre Dame,17.31,16,17.12,11.16,10,10.99,6.149999999999999,6,6.130000000000001,25.85912054633664
815,41,Washington,Washington St,11.72,11,11.48,24.7,23,24.64,-12.979999999999999,-12,-13.16,34.698963841428004
816,28,Fresno St,Boise St,46.19,43,46.03,29.91,29.5,29.91,16.279999999999998,13.5,16.12,21.831734772552043
817,30,BYU,Hawaii,104.12,106,104.47,119.54,120,119.8,-15.420000000000002,-14,-15.329999999999998,33.791076817771696
818,31,USC,Stanford,12.62,12,12.54,17.31,16,17.12,-4.6899999999999995,-4,-4.580000000000002,29.565754882323485
819,63,Appalachian St,ULL,71.49,72,71.44,115.28,117,115.54,-43.790000000000006,-45,-44.10000000000001,43.61923632230516
820,28,Coastal Car,Ga Southern,119.83,121,120,120.79,122,121.06,-0.960000000000008,-1,-1.0600000000000023,23.877289844896918
821,24,Idaho,Georgia St,112.71,114,112.86,105.35,106,105.64,7.359999999999999,8,7.219999999999999,26.638624069812618
822,32,Troy,Arkansas St,48.22,46,48.03,77.83,80,78.05,-29.61,-34,-30.019999999999996,28.599386007432543
823,22,New Mexico St,South Alabama,101.82,103,102.09,114.65,116,114.86,-12.830000000000013,-13,-12.769999999999996,30.74010785917712
824,63,Florida Intl,Massachusetts,77.11,77,77.06,105.98,108,106.21,-28.870000000000005,-31,-29.14999999999999,37.566803054222106
825,42,Florida St,ULM,40.13,39,39.82,108.66,109,108.85,-68.53,-70,-69.03,43.180926780095916
826,62,UCF,Memphis,9.1,8,8.95,21.31,20,21.3,-12.209999999999999,-12,-12.350000000000001,36.60942052444157
827,38,Clemson,Miami FL,2.1,2,2.05,12.94,12,12.89,-10.84,-10,-10.84,33.44791996454125
828,41,FL Atlantic,North Texas,37.09,34,36.72,65.82,64,65.71,-28.72999999999999,-30,-28.989999999999995,36.35428288496452
829,28,Georgia,Auburn,2.73,2,2.68,8.66,9,8.62,-5.93,-7,-5.9399999999999995,24.946423371833447
830,45,Toledo,Akron,32.47,31,32.14,83.39,82,83.29,-50.92,-51,-51.150000000000006,37.48476778554915
831,27,Ohio St,Wisconsin,4.96,5,4.88,5.56,5,5.46,-0.5999999999999996,0,-0.5800000000000001,26.414019068915184
832,41,Oklahoma,TCU,4.97,4,4.94,15,15,14.98,-10.030000000000001,-11,-10.04,34.23723602484472
833,17,Boise St,Fresno St,29.91,29.5,29.91,46.19,43,46.03,-16.279999999999998,-13.5,-16.12,25.480586821803467
834,14,Army,Navy,54.96,55,54.6,51.61,52,51.33,3.3500000000000014,3,3.270000000000003,24.59335811960426
835,50,Troy,North Texas,48.22,46,48.03,65.82,64,65.71,-17.599999999999994,-18,-17.679999999999993,35.251490959578426
836,27,Georgia St,WKU,105.35,106,105.64,101.64,102,101.86,3.7099999999999937,4,3.780000000000001,24.706476997578694
837,38,Boise St,Oregon,29.91,29.5,29.91,39.78,39,39.66,-9.870000000000001,-9.5,-9.749999999999996,28.196706283980276
838,31,Marshall,Colorado St,73.74,76,73.68,77.44,76,77.48,-3.700000000000003,0,-3.799999999999997,24.329287222153233
839,35,MTSU,Arkansas St,92.5,94,92.62,77.83,80,78.05,14.670000000000002,14,14.570000000000007,26.37024549918167
840,50,FL Atlantic,Akron,37.09,34,36.72,83.39,82,83.29,-46.3,-48,-46.57000000000001,41.65658943931688
841,51,Louisiana Tech,SMU,88.91,91,88.99,58.7,59,58.42,30.209999999999994,32,30.569999999999993,26.053855721393035
842,28,Temple,Florida Intl,74.57,74,74.6,77.11,77,77.06,-2.5400000000000063,-3,-2.460000000000008,23.53671115556528
843,41,Ohio,UAB,62.63,63,62.51,89.48,91,89.66,-26.85,-28,-27.15,32.06013075815739
844,37,Wyoming,C Michigan,77.85,79,78.03,67.65,67,67.57,10.199999999999989,12,10.460000000000008,29.07171046593447
845,38,South Florida,Texas Tech,35.43,34,35.21,53.54,53,53.32,-18.11,-19,-18.11,30.80905457762592
846,42,Army,San Diego St,54.96,55,54.6,34.67,33,34.41,20.29,22,20.190000000000005,27.14248265227448
847,34,Appalachian St,Toledo,71.49,72,71.44,32.47,31,32.14,39.019999999999996,41,39.3,22.542741261339362
848,33,Fresno St,Houston,46.19,43,46.03,48.13,47,47.77,-1.9400000000000048,-4,-1.740000000000002,28.95802250214015
849,30,Utah,West Virginia,49.68,52,49.5,44.8,44,44.59,4.880000000000003,8,4.909999999999997,25.795727760310708
850,36,Duke,N Illinois,53.03,51,52.77,57.87,58,57.68,-4.839999999999996,-7,-4.909999999999997,28.28240770260792
851,35,Kansas St,UCLA,45.64,46,45.47,50.2,50,50.05,-4.560000000000002,-4,-4.579999999999998,30.306005599773492
852,42,Florida St,Southern Miss,40.13,39,39.82,78.7,81,78.92,-38.57,-42,-39.1,38.764541369449766
853,27,Iowa,Boston College,25.89,24,25.45,30.96,29,30.52,-5.07,-5,-5.07,26.745071487056748
854,38,Purdue,Arizona,44.51,43,44.28,50.7,50,50.5,-6.190000000000005,-7,-6.219999999999999,31.553445575567736
855,33,Texas,Missouri,44.1,43,43.94,48.54,51,48.45,-4.439999999999998,-8,-4.510000000000005,30.71280978639792
856,7,Virginia,Navy,63.33,62,63.21,51.61,52,51.33,11.719999999999999,10,11.880000000000003,28.029867803311095
857,21,Virginia Tech,Oklahoma St,19.41,19,19.25,19.39,18.5,19.36,0.019999999999999574,0.5,-0.10999999999999943,28.77362393572371
858,37,Stanford,TCU,17.31,16,17.12,15,15,14.98,2.3099999999999987,1,2.1400000000000006,29.320673571991037
859,17,Washington St,Michigan St,24.7,23,24.64,20.78,18,20.55,3.919999999999998,5,4.09,23.062789306294675
2,35,Massachusetts,Hawaii,105.98,108,106.21,119.54,120,119.8,-13.560000000000002,-12,-13.590000000000003,33.078466170179055
3,27,Oregon St,Colorado St,115.88,117,116.31,77.44,76,77.48,38.44,41,38.83,22.623286821705427
4,22,San Jose St,South Florida,125.87,126,126.27,35.43,34,35.21,90.44,92,91.06,11.743979057591623
5,7,Rice,Stanford,125.18,126,125.54,17.31,16,17.12,107.87,110,108.42,9.25006146173568
15,21,Indiana,Ohio St,62.31,62,62.21,4.96,5,4.88,57.35,57,57.33,15.117691107644307
16,29,ULM,Memphis,108.66,109,108.85,21.31,20,21.3,87.35,89,87.55,16.300857714951736
17,7,Buffalo,Minnesota,85.25,86,85.32,71.37,69,71.23,13.879999999999995,17,14.08999999999999,26.049327648409314
18,31,New Mexico St,Arizona St,101.82,103,102.09,41.44,40,41.02,60.379999999999995,63,61.07,20.525290875688917
19,17,Florida Intl,UCF,77.11,77,77.06,9.1,8,8.95,68.01,69,68.11,15.34269267277014
20,24,Tulsa,Oklahoma St,104.96,107,105.16,19.39,18.5,19.36,85.57,88.5,85.8,15.644316163410302
23,7,Charlotte,E Michigan,126.26,127,126.63,89.25,90,89.49,37.010000000000005,37,37.14,16.698675078864355
24,14,Rutgers,Washington,92.08,92,92.05,11.72,11,11.48,80.36,81,80.57,12.197772774295625
25,20,N Illinois,Boston College,57.87,58,57.68,30.96,29,30.52,26.909999999999997,29,27.16,23.853453881165432
26,10,Utah St,Wisconsin,84.57,85,84.71,5.56,5,5.46,79.00999999999999,80,79.25,9.735093937207916
27,3,Colorado St,Colorado,77.44,76,77.48,77.62,78,77.67,-0.18000000000000682,-2,-0.18999999999999773,21.465697182436458
28,19,FL Atlantic,Navy,37.09,34,36.72,51.61,52,51.33,-14.519999999999996,-18,-14.61,28.056027164685908
64,3,Kent,Clemson,121.62,122,121.88,2.1,2,2.05,119.52000000000001,120,119.83,8.543903119983248
65,28,Massachusetts,Coastal Car,105.98,108,106.21,119.83,121,120,-13.849999999999994,-13,-13.790000000000006,32.67351148914561
66,7,Florida St,Alabama,40.13,39,39.82,5.06,5,5.04,35.07,34,34.78,16.25376844887812
67,10,Appalachian St,Georgia,71.49,72,71.44,2.73,2,2.68,68.75999999999999,70,68.75999999999999,13.629406061364277
68,26,Miami OH,Marshall,97.8,98,98.05,73.74,76,73.68,24.060000000000002,22,24.36999999999999,22.695945106805762
69,10,Bowling Green,Michigan St,114.81,116,115.04,20.78,18,20.55,94.03,98,94.49000000000001,13.414269861740095
70,30,North Carolina,California,86.16,91,86.25,65.23,64,65.12,20.929999999999993,27,21.129999999999995,26.48275318451255
71,28,NC State,South Carolina,25.34,24,25.05,38.11,36,37.84,-12.77,-12,-12.790000000000003,28.6233649075327
72,0,Akron,Penn St,83.39,82,83.29,7.69,7,7.54,75.7,75,75.75,11.250990711092793
73,28,Purdue,Louisville,44.51,43,44.28,27.51,27,27.26,16.999999999999996,16,17.02,20.62374778135435
74,7,Ga Southern,Auburn,120.79,122,121.06,8.66,9,8.62,112.13000000000001,113,112.44,9.477901693515076
75,0,BYU,LSU,104.12,106,104.47,21.18,21,21.07,82.94,85,83.4,12.652961021748299
76,17,Florida,Michigan,69.78,70,69.85,23.2,22,22.91,46.58,48,46.94,15.875863733743701
77,21,Ball St,Illinois,125.54,126,125.8,107.92,108,108.22,17.620000000000005,18,17.58,19.162408759124087
78,3,Wyoming,Iowa,77.85,79,78.03,25.89,24,25.45,51.959999999999994,55,52.58,15.569685112725917
79,36,Arkansas St,Nebraska,77.83,80,78.05,77.64,76,77.47,0.18999999999999773,4,0.5799999999999983,22.46070215881125
80,20,Nevada,Northwestern,104.18,104,104.38,20.83,20,20.68,83.35000000000001,84,83.69999999999999,12.885501173813557
81,7,UTEP,Oklahoma,129.25,130,129.59,4.97,4,4.94,124.28,126,124.65,8.6303585685029
82,27,South Alabama,Mississippi,114.65,116,114.86,62.27,63,62.11,52.38,53,52.75,22.199318922120224
83,41,Texas,Maryland,44.1,43,43.94,75.53,74,75.65,-31.43,-31,-31.710000000000008,31.58789171147784
84,13,Troy,Boise St,48.22,46,48.03,29.91,29.5,29.91,18.31,16.5,18.12,22.602403469670502
85,31,W Michigan,USC,78.47,79,78.33,12.62,12,12.54,65.85,67,65.78999999999999,16.724116417631095
86,16,Temple,Notre Dame,74.57,74,74.6,11.16,10,10.99,63.41,64,63.60999999999999,16.82607911506553
87,17,Southern Miss,Kentucky,78.7,81,78.92,57.89,58,57.59,20.810000000000002,23,21.33,24.95596552245577
88,6,MTSU,Vanderbilt,92.5,94,92.62,80.34,81,80.48,12.159999999999997,13,12.14,23.616944486924606
89,44,Texas A&M,UCLA,45.46,45,45.32,50.2,50,50.05,-4.740000000000002,-5,-4.729999999999997,30.59951325895256
90,24,West Virginia,Virginia Tech,44.8,44,44.59,19.41,19,19.25,25.389999999999997,25,25.340000000000003,24.188304535297267
91,41,Georgia Tech,Tennessee,48.67,48,48.54,89.17,90,89.2,-40.5,-42,-40.660000000000004,39.66292168949079
94,21,Ohio,Purdue,62.63,63,62.51,44.51,43,44.28,18.120000000000005,20,18.229999999999997,24.44931840456179
95,7,South Alabama,Oklahoma St,114.65,116,114.86,19.39,18.5,19.36,95.26,97.5,95.5,13.470978391356542
119,17,Buffalo,Army,85.25,86,85.32,54.96,55,54.6,30.29,31,30.71999999999999,24.58662548923679
120,31,UAB,Ball St,89.48,91,89.66,125.54,126,125.8,-36.06,-35,-36.14,35.6182676700605
121,10,Boston College,Wake Forest,30.96,29,30.52,32.82,32,32.49,-1.8599999999999994,-3,-1.9700000000000024,28.555731658996006
122,6,Auburn,Clemson,8.66,9,8.62,2.1,2,2.05,6.5600000000000005,7,6.569999999999999,21.349971639251276
123,17,Northwestern,Duke,20.83,20,20.68,53.03,51,52.77,-32.2,-31,-32.09,31.81959074948541
124,7,Massachusetts,Old Dominion,105.98,108,106.21,108.61,108,108.74,-2.6299999999999955,0,-2.530000000000001,22.24490420517843
125,14,Cincinnati,Michigan,101.84,103,101.92,23.2,22,22.91,78.64,81,79.01,13.336155749679497
126,14,W Michigan,Michigan St,78.47,79,78.33,20.78,18,20.55,57.69,61,57.78,16.427137857341965
127,21,Tulane,Navy,80.4,79,80.31,51.61,52,51.33,28.790000000000006,27,28.980000000000004,22.21602701872889
128,35,North Carolina,Louisville,86.16,91,86.25,27.51,27,27.26,58.64999999999999,64,58.989999999999995,20.222606323935175
129,20,Marshall,NC State,73.74,76,73.68,25.34,24,25.05,48.39999999999999,52,48.63000000000001,17.348921870624476
130,16,Ohio St,Oklahoma,4.96,5,4.88,4.97,4,4.94,-0.009999999999999787,1,-0.0600000000000005,25.849657950258933
131,14,Pittsburgh,Penn St,64.3,65,64.18,7.69,7,7.54,56.61,58,56.64000000000001,15.71798698585159
132,13,Rutgers,E Michigan,92.08,92,92.05,89.25,90,89.49,2.8299999999999983,2,2.5600000000000023,19.963122548436942
133,23,Syracuse,MTSU,73.23,71,73.23,92.5,94,92.62,-19.269999999999996,-23,-19.39,29.069514668927308
134,17,Virginia,Indiana,63.33,62,63.21,62.31,62,62.21,1.019999999999996,0,1,25.380423101722496
135,20,East Carolina,West Virginia,107.55,108,107.72,44.8,44,44.59,62.75,64,63.129999999999995,20.098755135452382
136,10,Fresno St,Alabama,46.19,43,46.03,5.06,5,5.04,41.129999999999995,38,40.99,18.678820839255916
137,7,Arkansas,TCU,83.09,83,83.19,15,15,14.98,68.09,68,68.21,13.582627909871778
138,10,Baylor,UT San Antonio,104.83,111,105.15,92.49,95,92.72,12.340000000000003,16,12.430000000000007,24.10609607641165
139,7,WKU,Illinois,101.64,102,101.86,107.92,108,108.22,-6.280000000000001,-6,-6.359999999999999,23.396713841019224
140,41,Iowa St,Iowa,33.95,34,33.59,25.89,24,25.45,8.060000000000002,10,8.140000000000004,25.585300296589224
141,27,Kansas,C Michigan,120.93,121,121.19,67.65,67,67.57,53.28,54,53.620000000000005,20.399716644080325
142,7,Charlotte,Kansas St,126.26,127,126.63,45.64,46,45.47,80.62,81,81.16,11.131995451611912
143,13,Missouri,South Carolina,48.54,51,48.45,38.11,36,37.84,10.43,15,10.61,23.19886168183382
144,32,North Texas,SMU,65.82,64,65.71,58.7,59,58.42,7.11999999999999,5,7.289999999999992,31.97586365730078
145,0,San Jose St,Texas,125.87,126,126.27,44.1,43,43.94,81.77000000000001,83,82.33,11.169662921348314
146,42,ULL,Tulsa,115.28,117,115.54,104.96,107,105.16,10.320000000000007,10,10.38000000000001,27.08632455093485
147,14,FL Atlantic,Wisconsin,37.09,34,36.72,5.56,5,5.46,31.530000000000005,29,31.259999999999998,17.462521752887202
148,13,BYU,Utah,104.12,106,104.47,49.68,52,49.5,54.440000000000005,54,54.97,21.54728821156432
149,3,Texas St,Colorado,126.47,127,126.77,77.62,78,77.67,48.849999999999994,49,49.099999999999994,12.160024116265786
150,28,New Mexico,New Mexico St,113.56,114,113.77,101.82,103,102.09,11.740000000000009,11,11.679999999999993,25.105712567648826
151,14,UTEP,Rice,129.25,130,129.59,125.18,126,125.54,4.069999999999993,4,4.049999999999997,22.287762237762237
152,16,Arizona,Houston,50.7,50,50.5,48.13,47,47.77,2.5700000000000003,3,2.729999999999997,26.54938443886253
153,20,Arizona St,San Diego St,41.44,40,41.02,34.67,33,34.41,6.769999999999996,7,6.6100000000000065,25.788813682238473
154,16,Idaho,UNLV,112.71,114,112.86,102.19,102,102.21,10.519999999999996,12,10.650000000000006,25.015503413732446
155,24,Nevada,Toledo,104.18,104,104.38,32.47,31,32.14,71.71000000000001,73,72.24,20.615026743045227
156,35,Nebraska,Oregon,77.64,76,77.47,39.78,39,39.66,37.86,37,37.81,24.046974224878596
157,14,Oregon St,Minnesota,115.88,117,116.31,71.37,69,71.23,44.50999999999999,48,45.08,20.133314957736125
158,23,Hawaii,UCLA,119.54,120,119.8,50.2,50,50.05,69.34,70,69.75,20.14541446996098
159,24,Stanford,USC,17.31,16,17.12,12.62,12,12.54,4.6899999999999995,4,4.580000000000002,25.556078359012208
160,44,Boise St,Washington St,29.91,29.5,29.91,24.7,23,24.64,5.210000000000001,6.5,5.27,27.896156630677705
161,21,Louisiana Tech,Mississippi St,88.91,91,88.99,26.12,27,26.12,62.78999999999999,64,62.86999999999999,18.588303217551417
162,19,Notre Dame,Georgia,11.16,10,10.99,2.73,2,2.68,8.43,8,8.31,20.85592802968119
163,14,New Mexico,Boise St,113.56,114,113.77,29.91,29.5,29.91,83.65,84.5,83.86,14.95402504472272
164,23,Illinois,South Florida,107.92,108,108.22,35.43,34,35.21,72.49000000000001,74,73.00999999999999,20.8962284854375
165,21,Massachusetts,Temple,105.98,108,106.21,74.57,74,74.6,31.41000000000001,34,31.61,23.798302810969332
166,16,UTEP,Arizona,129.25,130,129.59,50.7,50,50.5,78.55,80,79.09,11.287824695309615
181,14,Akron,Iowa St,83.39,82,83.29,33.95,34,33.59,49.44,48,49.7,17.945875257700237
182,20,Boston College,Notre Dame,30.96,29,30.52,11.16,10,10.99,19.8,19,19.53,21.216781284538868
183,20,Baylor,Duke,104.83,111,105.15,53.03,51,52.77,51.8,60,52.38,22.921759203013
184,17,East Carolina,Virginia Tech,107.55,108,107.72,19.41,19,19.25,88.14,89,88.47,15.429700683897327
185,20,Tennessee,Florida,89.17,90,89.2,69.78,70,69.85,19.39,20,19.35000000000001,22.08992306722159
186,21,Louisville,Clemson,27.51,27,27.26,2.1,2,2.05,25.41,25,25.21,19.603854320828777
187,0,Kent,Marshall,121.62,122,121.88,73.74,76,73.68,47.88000000000001,46,48.19999999999999,13.498973497573722
188,17,Miami OH,Cincinnati,97.8,98,98.05,101.84,103,101.92,-4.040000000000006,-5,-3.8700000000000045,20.37139103693309
189,13,Air Force,Michigan,91.62,92,91.63,23.2,22,22.91,68.42,70,68.72,13.479632889112397
190,30,Kansas,Ohio,120.93,121,121.19,62.63,63,62.51,58.300000000000004,58,58.68,20.765986436689065
191,7,Army,Ohio St,54.96,55,54.6,4.96,5,4.88,50,50,49.72,16.0794437992404
192,23,Old Dominion,North Carolina,108.61,108,108.74,86.16,91,86.25,22.450000000000003,17,22.489999999999995,23.788829309115705
193,0,Georgia St,Penn St,105.35,106,105.64,7.69,7,7.54,97.66,99,98.1,12.250227479526842
194,21,Pittsburgh,Oklahoma St,64.3,65,64.18,19.39,18.5,19.36,44.91,46.5,44.82000000000001,17.165011554556244
195,13,South Carolina,Kentucky,38.11,36,37.84,57.89,58,57.59,-19.78,-22,-19.75,30.93752425300737
196,17,C Michigan,Syracuse,67.65,67,67.57,73.23,71,73.23,-5.579999999999998,-4,-5.660000000000011,24.662980318650423
197,51,Tulsa,Toledo,104.96,107,105.16,32.47,31,32.14,72.49,76,73.02,21.83384815477158
198,18,Connecticut,Virginia,108.29,109,108.49,63.33,62,63.21,44.96000000000001,47,45.279999999999994,21.778422129876574
199,10,Utah St,Wake Forest,84.57,85,84.71,32.82,32,32.49,51.74999999999999,53,52.21999999999999,18.73349458030995
200,28,Idaho,W Michigan,112.71,114,112.86,78.47,79,78.33,34.239999999999995,35,34.53,21.960498242971887
201,23,Colorado St,Alabama,77.44,76,77.48,5.06,5,5.04,72.38,71,72.44,15.680858998663641
202,3,Rice,Houston,125.18,126,125.54,48.13,47,47.77,77.05000000000001,79,77.77000000000001,11.529239585900912
203,14,North Texas,Iowa,65.82,64,65.71,25.89,24,25.45,39.92999999999999,40,40.25999999999999,21.10476720116168
204,17,ULM,Southern Miss,108.66,109,108.85,78.7,81,78.92,29.959999999999994,28,29.929999999999993,23.423558266775675
205,45,UCLA,Memphis,50.2,50,50.05,21.31,20,21.3,28.890000000000004,30,28.749999999999996,28.37591503267974
206,3,MTSU,Minnesota,92.5,94,92.62,71.37,69,71.23,21.129999999999995,25,21.39,21.218746009449625
207,7,LSU,Mississippi St,21.18,21,21.07,26.12,27,26.12,-4.940000000000001,-6,-5.050000000000001,25.783170480843406
208,3,Missouri,Purdue,48.54,51,48.45,44.51,43,44.28,4.030000000000001,8,4.170000000000002,22.736664777378927
209,17,Nebraska,N Illinois,77.64,76,77.47,57.87,58,57.68,19.770000000000003,18,19.79,24.963870581186338
210,7,Bowling Green,Northwestern,114.81,116,115.04,20.83,20,20.68,93.98,96,94.36000000000001,13.496866284823222
211,14,Tulane,Oklahoma,80.4,79,80.31,4.97,4,4.94,75.43,75,75.37,11.676637179405589
212,36,SMU,TCU,58.7,59,58.42,15,15,14.98,43.7,44,43.44,20.8988288143751
213,21,ULL,Texas A&M,115.28,117,115.54,45.46,45,45.32,69.82,72,70.22,19.666877047455895
214,13,Texas St,Appalachian St,126.47,127,126.77,71.49,72,71.44,54.980000000000004,55,55.33,12.906810599861522
215,45,Arizona St,Texas Tech,41.44,40,41.02,53.54,53,53.32,-12.100000000000001,-13,-12.299999999999997,33.62636377223136
216,23,Coastal Car,UAB,119.83,121,120,89.48,91,89.66,30.349999999999994,30,30.340000000000003,22.590512764015234
217,7,Kansas St,Vanderbilt,45.64,46,45.47,80.34,81,80.48,-34.7,-35,-35.010000000000005,29.074142962511626
218,22,WKU,Louisiana Tech,101.64,102,101.86,88.91,91,88.99,12.730000000000004,11,12.870000000000005,25.120332958653584
219,6,BYU,Wisconsin,104.12,106,104.47,5.56,5,5.46,98.56,101,99.01,11.902903923385852
220,24,New Mexico St,Troy,101.82,103,102.09,48.22,46,48.03,53.599999999999994,57,54.06,21.406678005550084
221,16,San Jose St,Utah,125.87,126,126.27,49.68,52,49.5,76.19,74,76.77,13.665992208498173
222,16,Mississippi,California,62.27,63,62.11,65.23,64,65.12,-2.960000000000001,-1,-3.010000000000005,25.39672990899275
223,24,Texas,USC,44.1,43,43.94,12.62,12,12.54,31.480000000000004,31,31.4,18.63749138525155
224,16,Fresno St,Washington,46.19,43,46.03,11.72,11,11.48,34.47,32,34.55,19.799338073057122
225,23,Oregon St,Washington St,115.88,117,116.31,24.7,23,24.64,91.17999999999999,94,91.67,14.488366550481127
226,13,Wyoming,Oregon,77.85,79,78.03,39.78,39,39.66,38.06999999999999,40,38.370000000000005,22.513176572239708
227,17,Stanford,San Diego St,17.31,16,17.12,34.67,33,34.41,-17.360000000000003,-17,-17.289999999999996,29.24591610135978
228,7,Temple,South Florida,74.57,74,74.6,35.43,34,35.21,39.13999999999999,40,39.38999999999999,22.337686337316743
229,24,Arizona,Utah,50.7,50,50.5,49.68,52,49.5,1.0200000000000031,-2,1,26.826328684508105
230,23,Boise St,Virginia,29.91,29.5,29.91,63.33,62,63.21,-33.42,-32.5,-33.3,30.75639853747715
234,19,Appalachian St,Wake Forest,71.49,72,71.44,32.82,32,32.49,38.669999999999995,40,38.949999999999996,22.253957478322583
235,31,FL Atlantic,Buffalo,37.09,34,36.72,85.25,86,85.32,-48.16,-52,-48.599999999999994,34.632782070110466
236,14,C Michigan,Miami OH,67.65,67,67.57,97.8,98,98.05,-30.14999999999999,-31,-30.480000000000004,30.209410226069625
237,0,Charlotte,Georgia St,126.26,127,126.63,105.35,106,105.64,20.91000000000001,21,20.989999999999995,17.580311999013443
238,7,Boston College,Clemson,30.96,29,30.52,2.1,2,2.05,28.86,27,28.47,17.634601579325196
239,20,E Michigan,Ohio,89.25,90,89.49,62.63,63,62.51,26.619999999999997,27,26.979999999999997,24.246772945364494
240,21,Florida St,NC State,40.13,39,39.82,25.34,24,25.05,14.790000000000003,15,14.77,21.316640864427665
241,3,Mississippi St,Georgia,26.12,27,26.12,2.73,2,2.68,23.39,25,23.44,19.324795866292423
242,17,Pittsburgh,Georgia Tech,64.3,65,64.18,48.67,48,48.54,15.629999999999995,17,15.640000000000008,23.909656281285077
243,17,Ga Southern,Indiana,120.79,122,121.06,62.31,62,62.21,58.480000000000004,60,58.85,18.764978811593306
244,27,Kentucky,Florida,57.89,58,57.59,69.78,70,69.85,-11.89,-12,-12.259999999999991,31.612174958665264
245,3,Kent,Louisville,121.62,122,121.88,27.51,27,27.26,94.11,95,94.61999999999999,11.404912518900238
246,10,Maryland,UCF,75.53,74,75.65,9.1,8,8.95,66.43,66,66.7,15.060055907902251
247,30,Toledo,Miami FL,32.47,31,32.14,12.94,12,12.89,19.53,19,19.25,21.10698602794411
248,18,Michigan St,Notre Dame,20.78,18,20.55,11.16,10,10.99,9.620000000000001,8,9.56,22.511066213610064
249,32,Cincinnati,Navy,101.84,103,101.92,51.61,52,51.33,50.230000000000004,51,50.59,23.00998954939448
250,17,North Carolina,Duke,86.16,91,86.25,53.03,51,52.77,33.129999999999995,40,33.48,21.893064124135353
251,21,UNLV,Ohio St,102.19,102,102.21,4.96,5,4.88,97.23,97,97.33,12.057373762299886
252,10,Purdue,Michigan,44.51,43,44.28,23.2,22,22.91,21.31,21,21.37,21.980816812780645
253,16,Louisiana Tech,South Carolina,88.91,91,88.99,38.11,36,37.84,50.8,55,51.14999999999999,19.667935043144773
254,13,Massachusetts,Tennessee,105.98,108,106.21,89.17,90,89.2,16.810000000000002,18,17.00999999999999,22.62421407526653
