game_id,points,offense,defense,offense_mean,defense_mean
126,14,W Michigan,Michigan St,78.47,20.78
127,21,Tulane,Navy,80.4,51.61
128,35,North Carolina,Louisville,86.16,27.51
129,20,Marshall,NC State,73.74,25.34
130,16,Ohio St,Oklahoma,4.96,4.97
131,14,Pittsburgh,Penn St,64.3,7.69
132,13,Rutgers,E Michigan,92.08,89.25
133,23,Syracuse,MTSU,73.23,92.5
134,17,Virginia,Indiana,63.33,62.31
135,20,East Carolina,West Virginia,107.55,44.8
136,10,Fresno St,Alabama,46.19,5.06
137,7,Arkansas,TCU,83.09,15
138,10,Baylor,UT San Antonio,104.83,92.49
139,7,WKU,Illinois,101.64,107.92
140,41,Iowa St,Iowa,33.95,25.89
141,27,Kansas,C Michigan,120.93,67.65
142,7,Charlotte,Kansas St,126.26,45.64
143,13,Missouri,South Carolina,48.54,38.11
144,32,North Texas,SMU,65.82,58.7
145,0,San Jose St,Texas,125.87,44.1
146,42,ULL,Tulsa,115.28,104.96
147,14,FL Atlantic,Wisconsin,37.09,5.56
148,13,BYU,Utah,104.12,49.68
149,3,Texas St,Colorado,126.47,77.62
150,28,New Mexico,New Mexico St,113.56,101.82
151,14,UTEP,Rice,129.25,125.18
152,16,Arizona,Houston,50.7,48.13
153,20,Arizona St,San Diego St,41.44,34.67
154,16,Idaho,UNLV,112.71,102.19
155,24,Nevada,Toledo,104.18,32.47
156,35,Nebraska,Oregon,77.64,39.78
157,14,Oregon St,Minnesota,115.88,71.37
158,23,Hawaii,UCLA,119.54,50.2
159,24,Stanford,USC,17.31,12.62
160,44,Boise St,Washington St,29.91,24.7
161,21,Louisiana Tech,Mississippi St,88.91,26.12
162,19,Notre Dame,Georgia,11.16,2.73
163,14,New Mexico,Boise St,113.56,29.91
164,23,Illinois,South Florida,107.92,35.43
165,21,Massachusetts,Temple,105.98,74.57
166,16,UTEP,Arizona,129.25,50.7
181,14,Akron,Iowa St,83.39,33.95
182,20,Boston College,Notre Dame,30.96,11.16
183,20,Baylor,Duke,104.83,53.03
184,17,East Carolina,Virginia Tech,107.55,19.41
185,20,Tennessee,Florida,89.17,69.78
186,21,Louisville,Clemson,27.51,2.1
187,0,Kent,Marshall,121.62,73.74
188,17,Miami OH,Cincinnati,97.8,101.84
189,13,Air Force,Michigan,91.62,23.2
190,30,Kansas,Ohio,120.93,62.63
191,7,Army,Ohio St,54.96,4.96
192,23,Old Dominion,North Carolina,108.61,86.16
193,0,Georgia St,Penn St,105.35,7.69
194,21,Pittsburgh,Oklahoma St,64.3,19.39
195,13,South Carolina,Kentucky,38.11,57.89
196,17,C Michigan,Syracuse,67.65,73.23
197,51,Tulsa,Toledo,104.96,32.47
198,18,Connecticut,Virginia,108.29,63.33
199,10,Utah St,Wake Forest,84.57,32.82
200,28,Idaho,W Michigan,112.71,78.47
201,23,Colorado St,Alabama,77.44,5.06
202,3,Rice,Houston,125.18,48.13
203,14,North Texas,Iowa,65.82,25.89
204,17,ULM,Southern Miss,108.66,78.7
205,45,UCLA,Memphis,50.2,21.31
206,3,MTSU,Minnesota,92.5,71.37
207,7,LSU,Mississippi St,21.18,26.12
208,3,Missouri,Purdue,48.54,44.51
209,17,Nebraska,N Illinois,77.64,57.87
210,7,Bowling Green,Northwestern,114.81,20.83
211,14,Tulane,Oklahoma,80.4,4.97
212,36,SMU,TCU,58.7,15
213,21,ULL,Texas A&M,115.28,45.46
214,13,Texas St,Appalachian St,126.47,71.49
215,45,Arizona St,Texas Tech,41.44,53.54
216,23,Coastal Car,UAB,119.83,89.48
217,7,Kansas St,Vanderbilt,45.64,80.34
218,22,WKU,Louisiana Tech,101.64,88.91
219,6,BYU,Wisconsin,104.12,5.56
220,24,New Mexico St,Troy,101.82,48.22
221,16,San Jose St,Utah,125.87,49.68
222,16,Mississippi,California,62.27,65.23
223,24,Texas,USC,44.1,12.62
224,16,Fresno St,Washington,46.19,11.72
225,23,Oregon St,Washington St,115.88,24.7
226,13,Wyoming,Oregon,77.85,39.78
227,17,Stanford,San Diego St,17.31,34.67
228,7,Temple,South Florida,74.57,35.43
229,24,Arizona,Utah,50.7,49.68
230,23,Boise St,Virginia,29.91,63.33
234,19,Appalachian St,Wake Forest,71.49,32.82
235,31,FL Atlantic,Buffalo,37.09,85.25
236,14,C Michigan,Miami OH,67.65,97.8
237,0,Charlotte,Georgia St,126.26,105.35
238,7,Boston College,Clemson,30.96,2.1
239,20,E Michigan,Ohio,89.25,62.63
240,21,Florida St,NC State,40.13,25.34
241,3,Mississippi St,Georgia,26.12,2.73
242,17,Pittsburgh,Georgia Tech,64.3,48.67
243,17,Ga Southern,Indiana,120.79,62.31
244,27,Kentucky,Florida,57.89,69.78
245,3,Kent,Louisville,121.62,27.51
246,10,Maryland,UCF,75.53,9.1
247,30,Toledo,Miami FL,32.47,12.94
248,18,Michigan St,Notre Dame,20.78,11.16
249,32,Cincinnati,Navy,101.84,51.61
250,17,North Carolina,Duke,86.16,53.03
251,21,UNLV,Ohio St,102.19,4.96
252,10,Purdue,Michigan,44.51,23.2
253,16,Louisiana Tech,South Carolina,88.91,38.11
254,13,Massachusetts,Tennessee,105.98,89.17
255,0,Old Dominion,Virginia Tech,108.61,19.41
256,41,Baylor,Oklahoma,104.83,4.97
257,24,Houston,Texas Tech,48.13,53.54
258,19,Iowa,Penn St,25.89,7.69
259,34,Kansas,West Virginia,120.93,44.8
260,26,Syracuse,LSU,73.23,21.18
261,50,ULL,ULM,115.28,108.66
262,13,Bowling Green,MTSU,114.81,92.5
263,14,Missouri,Auburn,48.54,8.66
264,17,Rutgers,Nebraska,92.08,77.64
265,43,UAB,North Texas,89.48,65.82
266,31,Oklahoma St,TCU,19.39,15
267,7,Rice,Florida Intl,125.18,77.11
268,21,Arkansas St,SMU,77.83,58.7
269,23,South Alabama,Idaho,114.65,112.71
270,43,Arkansas,Texas A&M,83.09,45.46
271,14,Texas St,UT San Antonio,126.47,92.49
272,17,Akron,Troy,83.39,48.22
273,17,Army,Tulane,54.96,80.4
274,13,Tulsa,New Mexico,104.96,113.56
275,0,Vanderbilt,Alabama,80.34,5.06
276,21,Ball St,WKU,125.54,101.64
277,10,Colorado,Washington,77.62,11.72
278,14,UTEP,New Mexico St,129.25,101.82
279,21,Hawaii,Wyoming,119.54,77.85
280,35,Oregon,Arizona St,39.78,41.44
281,20,California,USC,65.23,12.62
282,10,San Jose St,Utah St,125.87,84.57
283,34,UCLA,Stanford,50.2,17.31
284,7,Nevada,Washington St,104.18,24.7
285,24,Air Force,San Diego St,91.62,34.67
286,38,Connecticut,East Carolina,108.29,107.55
287,7,Iowa St,Texas,33.95,44.1
288,6,Duke,Miami FL,53.03,12.94
289,6,Illinois,Nebraska,107.92,77.64
290,27,USC,Washington St,12.62,24.7
291,24,BYU,Utah St,104.12,84.57
293,8,C Michigan,Boston College,67.65,30.96
294,23,Bowling Green,Akron,114.81,83.39
295,21,Cincinnati,Marshall,101.84,73.74
296,31,East Carolina,South Florida,107.55,35.43
297,29,Charlotte,Florida Intl,126.26,77.11
298,24,Vanderbilt,Florida,80.34,69.78
299,20,MTSU,FL Atlantic,92.5,37.09
300,7,North Carolina,Georgia Tech,86.16,48.67
301,13,Kent,Buffalo,121.62,85.25
302,20,E Michigan,Kentucky,89.25,57.89
303,50,Massachusetts,Ohio,105.98,62.63
304,10,Iowa,Michigan St,25.89,20.78
305,25,Syracuse,NC State,73.23,25.34
306,14,Indiana,Penn St,62.31,7.69
307,10,Rice,Pittsburgh,125.18,64.3
308,0,Rutgers,Ohio St,92.08,4.96
309,13,Temple,Houston,74.57,48.13
310,0,Tennessee,Georgia,89.17,2.73
311,17,Virginia Tech,Clemson,19.41,2.1
312,19,Wake Forest,Florida St,32.82,40.13
313,3,Ball St,W Michigan,125.54,78.47
314,3,Mississippi,Alabama,62.27,5.06
315,24,New Mexico St,Arkansas,101.82,83.09
316,10,Mississippi St,Auburn,26.12,8.66
317,20,Baylor,Kansas St,104.83,45.64
318,21,LSU,Troy,21.18,48.22
319,16,South Alabama,Louisiana Tech,114.65,88.91
320,43,Coastal Car,ULM,119.83,108.66
321,24,Minnesota,Maryland,71.37,75.53
322,28,Connecticut,SMU,108.29,58.7
323,28,Southern Miss,North Texas,78.7,65.82
324,17,South Carolina,Texas A&M,38.11,45.46
325,34,Texas Tech,Oklahoma St,53.54,19.39
326,21,Tulsa,Navy,104.96,51.61
327,24,Northwestern,Wisconsin,20.83,5.56
328,10,Texas St,Wyoming,126.47,77.85
329,21,Nevada,Fresno St,104.18,46.19
330,24,California,Oregon,65.23,39.78
331,7,Oregon St,Washington,115.88,11.72
332,24,Arizona St,Stanford,41.44,17.31
333,23,Colorado,UCLA,77.62,50.2
334,13,San Jose St,UNLV,125.87,102.19
335,21,UTEP,Army,129.25,54.96
336,17,Miami OH,Notre Dame,97.8,11.16
337,21,Hawaii,Colorado St,119.54,77.44
338,38,Air Force,New Mexico,91.62,113.56
339,28,N Illinois,San Diego St,57.87,34.67
340,13,Memphis,UCF,21.31,9.1
341,25,Ga Southern,Arkansas St,120.79,77.83
342,25,Louisville,NC State,27.51,25.34
343,31,Connecticut,Memphis,108.29,21.31
344,7,BYU,Boise St,104.12,29.91
345,20,Florida St,Miami FL,40.13,12.94
346,3,Ball St,Akron,125.54,83.39
347,10,Boston College,Virginia Tech,30.96,19.41
348,68,Buffalo,W Michigan,85.25,78.47
349,3,Charlotte,Marshall,126.26,73.74
350,23,Cincinnati,UCF,101.84,9.1
351,14,Wake Forest,Clemson,32.82,2.1
352,21,Coastal Car,Georgia St,119.83,105.35
353,10,East Carolina,Temple,107.55,74.57
354,16,Florida,LSU,69.78,21.18
355,34,Missouri,Kentucky,48.54,57.89
356,29,Miami OH,Bowling Green,97.8,114.81
357,10,Michigan,Michigan St,23.2,20.78
358,45,Air Force,Navy,91.62,51.61
359,10,North Carolina,Notre Dame,86.16,11.16
360,23,Ohio,C Michigan,62.63,67.65
361,14,Maryland,Ohio St,75.53,4.96
362,28,Old Dominion,FL Atlantic,108.61,37.09
363,17,Minnesota,Purdue,71.37,44.51
364,22,Arkansas,South Carolina,83.09,38.11
365,24,Pittsburgh,Syracuse,64.3,73.23
366,15,E Michigan,Toledo,89.25,32.47
367,21,Duke,Virginia,53.03,63.33
368,31,New Mexico St,Appalachian St,101.82,71.49
369,23,Mississippi,Auburn,62.27,8.66
370,16,Illinois,Iowa,107.92,25.89
371,19,Kansas,Texas Tech,120.93,53.54
372,17,Florida Intl,MTSU,77.11,92.5
373,17,Nebraska,Wisconsin,77.64,5.56
374,3,Kent,N Illinois,121.62,57.87
375,7,Northwestern,Penn St,20.83,7.69
376,31,Oklahoma,Iowa St,4.97,33.95
377,12,Rice,Army,125.18,54.96
378,22,SMU,Houston,58.7,48.13
379,24,West Virginia,TCU,44.8,15
380,34,Kansas St,Texas,45.64,44.1
381,19,Texas A&M,Alabama,45.46,5.06
382,27,Texas St,ULM,126.47,108.66
383,28,Tulsa,Tulane,104.96,80.4
384,22,Louisiana Tech,UAB,88.91,89.48
385,29,UT San Antonio,Southern Miss,92.49,78.7
386,14,Vanderbilt,Georgia,80.34,2.73
387,42,Colorado,Arizona,77.62,50.7
388,14,UTEP,WKU,129.25,101.64
389,20,Utah,Stanford,49.68,17.31
390,14,Utah St,Colorado St,84.57,77.44
391,16,Idaho,ULL,112.71,115.28
392,10,Oregon,Washington St,39.78,24.7
393,10,San Jose St,Fresno St,125.87,46.19
394,10,UNLV,San Diego St,102.19,34.67
395,10,Oregon St,USC,115.88,12.62
396,7,California,Washington,65.23,11.72
397,21,Hawaii,Nevada,119.54,104.18
399,8,Troy,South Alabama,48.22,114.65
400,7,Texas St,ULL,126.47,115.28
401,24,Clemson,Syracuse,2.1,73.23
402,3,Washington St,California,24.7,65.23
403,24,Georgia Tech,Miami FL,48.67,12.94
404,27,E Michigan,Army,89.25,54.96
405,30,Bowling Green,Ohio,114.81,62.63
406,13,Buffalo,N Illinois,85.25,57.87
407,10,C Michigan,Toledo,67.65,32.47
408,10,Duke,Florida St,53.03,40.13
409,10,Tulane,Florida Intl,80.4,77.11
410,17,Florida,Texas A&M,69.78,45.46
411,28,Missouri,Georgia,48.54,2.73
412,20,Indiana,Michigan,62.31,23.2
413,14,Miami OH,Kent,97.8,121.62
414,42,Louisville,Boston College,27.51,30.96
415,3,Old Dominion,Marshall,108.61,73.74
416,21,Maryland,Northwestern,75.53,20.83
417,14,North Carolina,Virginia,86.16,63.33
418,17,Pittsburgh,NC State,64.3,25.34
419,24,Temple,Connecticut,74.57,108.29
420,9,Tennessee,South Carolina,89.17,38.11
421,21,East Carolina,UCF,107.55,9.1
422,35,Texas Tech,West Virginia,53.54,44.8
423,9,Arkansas,Alabama,83.09,5.06
424,17,Coastal Car,Arkansas St,119.83,77.83
425,24,Illinois,Rutgers,107.92,92.08
426,0,Kansas,Iowa St,120.93,33.95
427,6,Kansas St,TCU,45.64,15
428,23,Auburn,LSU,8.66,21.18
429,37,ULM,Georgia St,108.66,105.35
430,27,Navy,Memphis,51.61,21.31
431,27,Minnesota,Michigan St,71.37,20.78
432,10,BYU,Mississippi St,104.12,26.12
433,14,Nebraska,Ohio St,77.64,4.96
434,26,UT San Antonio,North Texas,92.49,65.82
435,24,Texas,Oklahoma,44.1,4.97
436,16,Baylor,Oklahoma St,104.83,19.39
437,35,Vanderbilt,Mississippi,80.34,62.27
438,0,UTEP,Southern Miss,129.25,78.7
439,17,Houston,Tulsa,48.13,104.96
440,23,MTSU,UAB,92.5,89.48
441,14,Charlotte,WKU,126.26,101.64
442,9,Purdue,Wisconsin,44.51,5.56
443,30,UNLV,Air Force,102.19,91.62
444,42,Nevada,Colorado St,104.18,77.44
445,23,Utah St,Wyoming,84.57,77.85
446,30,UCLA,Arizona,50.2,50.7
447,7,Washington,Arizona St,11.72,41.44
448,0,New Mexico,Fresno St,113.56,46.19
449,20,Idaho,Appalachian St,112.71,71.49
450,33,Oregon St,Colorado,115.88,77.62
451,7,Oregon,Stanford,39.78,17.31
452,27,Utah,USC,49.68,12.62
453,27,Ga Southern,New Mexico St,120.79,101.82
454,26,San Jose St,Hawaii,125.87,119.54
455,14,San Diego St,Boise St,34.67,29.91
456,3,Cincinnati,South Florida,101.84,35.43
457,13,W Michigan,Akron,78.47,83.39
458,3,ULL,Arkansas St,115.28,77.83
459,38,Houston,Memphis,48.13,21.31
460,31,Old Dominion,WKU,108.61,101.64
461,10,MTSU,Marshall,92.5,73.74
462,42,Nevada,Air Force,104.18,91.62
463,24,New Mexico,Colorado St,113.56,77.44
464,29,Coastal Car,Appalachian St,119.83,71.49
465,28,Temple,Army,74.57,54.96
466,9,Ball St,C Michigan,125.54,67.65
467,17,Bowling Green,N Illinois,114.81,57.87
468,24,UAB,Charlotte,89.48,126.26
469,28,Cincinnati,SMU,101.84,58.7
470,14,Tulsa,Connecticut,104.96,108.29
471,17,Duke,Pittsburgh,53.03,64.3
472,17,BYU,East Carolina,104.12,107.55
473,17,E Michigan,W Michigan,89.25,78.47
474,31,North Texas,FL Atlantic,65.82,37.09
475,28,Florida St,Louisville,40.13,27.51
476,10,Georgia St,Troy,105.35,48.22
477,24,Wake Forest,Georgia Tech,32.82,48.67
478,20,Ga Southern,Massachusetts,120.79,105.98
479,19,Syracuse,Miami FL,73.23,12.94
480,14,Buffalo,Miami OH,85.25,97.8
481,9,Indiana,Michigan St,62.31,20.78
482,21,Navy,UCF,51.61,9.1
483,3,Kent,Ohio,121.62,62.63
484,13,Michigan,Penn St,23.2,7.69
485,12,Purdue,Rutgers,44.51,92.08
486,21,Akron,Toledo,83.39,32.47
487,10,Virginia,Boston College,63.33,30.96
488,7,North Carolina,Virginia Tech,86.16,19.41
489,7,Tennessee,Alabama,89.17,5.06
490,20,Arkansas,Auburn,83.09,8.66
491,36,Baylor,West Virginia,104.83,44.8
492,35,Kansas St,Oklahoma,45.64,4.97
493,27,Louisiana Tech,Southern Miss,88.91,78.7
494,17,Illinois,Minnesota,107.92,71.37
495,7,Kentucky,Mississippi St,57.89,26.12
496,21,Idaho,Missouri,112.71,48.54
497,10,Iowa,Northwestern,25.89,20.83
498,24,Mississippi,LSU,62.27,21.18
499,23,ULM,South Alabama,108.66,114.65
500,0,Kansas,TCU,120.93,15
501,10,Texas,Oklahoma St,44.1,19.39
502,13,Texas Tech,Iowa St,53.54,33.95
503,28,Tulane,South Florida,80.4,35.43
504,7,Rice,UT San Antonio,125.18,92.49
505,13,Maryland,Wisconsin,75.53,5.56
506,14,Wyoming,Boise St,77.85,29.91
507,10,Utah,Arizona St,49.68,41.44
508,44,California,Arizona,65.23,50.7
509,14,Oregon,UCLA,39.78,50.2
510,28,UNLV,Utah St,102.19,84.57
511,0,Colorado,Washington St,77.62,24.7
512,14,USC,Notre Dame,12.62,11.16
513,3,San Diego St,Fresno St,34.67,46.19
514,17,Ball St,Toledo,125.54,32.47
515,13,South Alabama,Georgia St,114.65,105.35
516,27,E Michigan,N Illinois,89.25,57.87
517,14,Oregon St,Stanford,115.88,17.31
518,3,Florida St,Boston College,40.13,30.96
519,26,Tulane,Memphis,80.4,21.31
520,34,Tulsa,SMU,104.96,58.7
521,20,Buffalo,Akron,85.25,83.39
522,10,Georgia Tech,Clemson,48.67,2.1
523,7,Coastal Car,Texas St,119.83,126.47
524,12,Connecticut,Missouri,108.29,48.54
525,7,Florida,Georgia,69.78,2.73
526,26,Tennessee,Kentucky,89.17,57.89
527,30,Marshall,Florida Intl,73.74,77.11
528,39,Indiana,Maryland,62.31,75.53
529,27,Appalachian St,Massachusetts,71.49,105.98
530,14,Rutgers,Michigan,92.08,23.2
531,19,North Carolina,Miami FL,86.16,12.94
532,38,Penn St,Ohio St,7.69,4.96
533,14,Virginia,Pittsburgh,63.33,64.3
534,24,Purdue,Nebraska,44.51,77.64
535,27,Vanderbilt,South Carolina,80.34,38.11
536,3,Duke,Virginia Tech,53.03,19.41
537,32,Louisville,Wake Forest,27.51,32.82
538,39,West Virginia,Oklahoma St,44.8,19.39
539,20,San Jose St,BYU,125.87,104.12
540,7,Baylor,Texas,104.83,44.1
541,10,Illinois,Wisconsin,107.92,5.56
542,10,Minnesota,Iowa,71.37,25.89
543,7,TCU,Iowa St,15,33.95
544,20,Kansas,Kansas St,120.93,45.64
545,38,Old Dominion,North Texas,108.61,65.82
546,31,Michigan St,Northwestern,20.78,20.83
547,27,Texas Tech,Oklahoma,53.54,4.97
548,37,Mississippi,Arkansas,62.27,83.09
549,28,Rice,Louisiana Tech,125.18,88.91
550,12,Southern Miss,UAB,78.7,89.48
551,14,Texas A&M,Mississippi St,45.46,26.12
552,16,Ga Southern,Troy,120.79,48.22
553,28,WKU,FL Atlantic,101.64,37.09
554,28,California,Colorado,65.23,77.62
555,28,Colorado St,Air Force,77.44,91.62
556,21,New Mexico St,Arkansas St,101.82,77.83
557,14,UTEP,UT San Antonio,129.25,92.49
558,3,New Mexico,Wyoming,113.56,77.85
559,17,Arizona St,USC,41.44,12.62
560,16,Fresno St,UNLV,46.19,102.19
561,23,ULM,Idaho,108.66,112.71
562,20,Utah,Oregon,49.68,39.78
563,23,UCLA,Washington,50.2,11.72
564,14,NC State,Notre Dame,25.34,11.16
565,37,Washington St,Arizona,24.7,50.7
566,7,Hawaii,San Diego St,119.54,34.67
567,14,Utah St,Boise St,84.57,29.91
568,24,South Florida,Houston,35.43,48.13
570,16,Kent,Bowling Green,121.62,114.81
571,28,Miami OH,Ohio,97.8,62.63
572,28,W Michigan,C Michigan,78.47,67.65
573,14,Ball St,E Michigan,125.54,89.25
574,26,Navy,Temple,51.61,74.57
575,17,N Illinois,Toledo,57.87,32.47
576,21,Idaho,Troy,112.71,48.22
577,14,Tulsa,Memphis,104.96,21.31
578,17,UCLA,Utah,50.2,49.68
579,25,Marshall,FL Atlantic,73.74,37.09
580,7,UT San Antonio,Florida Intl,92.49,77.11
581,24,Syracuse,Florida St,73.23,40.13
582,10,South Carolina,Georgia,38.11,2.73
583,17,Indiana,Wisconsin,62.31,5.56
584,34,Kentucky,Mississippi,57.89,62.27
585,10,Virginia Tech,Miami FL,19.41,12.94
586,10,Minnesota,Michigan,71.37,23.2
587,24,Penn St,Michigan St,7.69,20.78
588,31,NC State,Clemson,25.34,2.1
589,0,Charlotte,Old Dominion,126.26,108.61
590,10,Illinois,Purdue,107.92,44.51
591,10,Southern Miss,Tennessee,78.7,89.17
592,36,Georgia Tech,Virginia,48.67,63.33
593,16,Iowa St,West Virginia,33.95,44.8
594,10,LSU,Alabama,21.18,5.06
595,38,Coastal Car,Arkansas,119.83,83.09
596,24,Ohio St,Iowa,4.96,25.89
597,9,Kansas,Baylor,120.93,104.83
598,23,Louisiana Tech,North Texas,88.91,65.82
599,45,Appalachian St,ULM,71.49,108.66
600,3,UTEP,MTSU,129.25,92.5
601,23,Massachusetts,Mississippi St,105.98,26.12
602,16,Florida,Missouri,69.78,48.54
603,24,Nebraska,Northwestern,77.64,20.83
604,52,Oklahoma St,Oklahoma,19.39,4.97
605,24,SMU,UCF,58.7,9.1
606,14,South Alabama,ULL,114.65,115.28
607,7,Texas,TCU,44.1,15
608,27,Texas A&M,Auburn,45.46,8.66
609,35,Texas St,New Mexico St,126.47,101.82
610,35,Texas Tech,Kansas St,53.54,45.64
611,16,Tulane,Cincinnati,80.4,101.84
612,21,Rice,UAB,125.18,89.48
613,17,WKU,Vanderbilt,101.64,80.34
614,14,Nevada,Boise St,104.18,29.91
615,10,New Mexico,Utah St,113.56,84.57
616,30,Colorado,Arizona St,77.62,41.44
617,23,Oregon St,California,115.88,65.23
618,13,BYU,Fresno St,104.12,46.19
619,17,Ga Southern,Georgia St,120.79,105.35
620,7,San Jose St,San Diego St,125.87,34.67
621,23,Hawaii,UNLV,119.54,102.19
622,35,Arizona,USC,50.7,12.62
623,3,Oregon,Washington,39.78,11.72
624,21,Stanford,Washington St,17.31,24.7
625,0,Air Force,Army,91.62,54.96
626,37,Wake Forest,Notre Dame,32.82,11.16
627,13,Colorado St,Wyoming,77.44,77.85
628,20,Connecticut,South Florida,108.29,35.43
629,27,East Carolina,Houston,107.55,48.13
630,24,Maryland,Rutgers,75.53,92.08
631,28,Bowling Green,Buffalo,114.81,85.25
632,14,Akron,Miami OH,83.39,97.8
633,30,E Michigan,C Michigan,89.25,67.65
634,10,Toledo,Ohio,32.47,62.63
635,20,Kent,W Michigan,121.62,78.47
636,6,Ga Southern,Appalachian St,120.79,71.49
637,31,Pittsburgh,North Carolina,64.3,86.16
638,17,Ball St,N Illinois,125.54,57.87
639,24,Cincinnati,Temple,101.84,74.57
640,22,Washington,Stanford,11.72,17.31
641,21,UNLV,BYU,102.19,104.12
643,16,Duke,Army,53.03,54.96
644,14,Boston College,NC State,30.96,25.34
645,21,Charlotte,MTSU,126.26,92.5
646,14,Florida St,Clemson,40.13,2.1
647,17,Coastal Car,Troy,119.83,48.22
648,24,East Carolina,Tulane,107.55,80.4
649,30,Florida Intl,Old Dominion,77.11,108.61
650,22,Virginia Tech,Georgia Tech,19.41,48.67
651,21,Virginia,Louisville,63.33,27.51
652,23,WKU,Marshall,101.64,73.74
653,10,Maryland,Michigan,75.53,23.2
654,8,Notre Dame,Miami FL,11.16,12.94
655,40,SMU,Navy,58.7,51.61
656,3,Michigan St,Ohio St,20.78,4.96
657,6,Rutgers,Penn St,92.08,7.69
658,20,Florida,South Carolina,69.78,38.11
659,43,Syracuse,Wake Forest,73.23,32.82
660,24,Connecticut,UCF,108.29,9.1
661,17,Georgia,Auburn,2.73,8.66
662,14,Illinois,Indiana,107.92,62.31
663,42,Iowa St,Oklahoma St,33.95,19.39
664,23,Kansas St,West Virginia,45.64,44.8
665,10,Arkansas,LSU,83.09,21.18
666,23,Louisiana Tech,FL Atlantic,88.91,37.09
667,21,Nebraska,Minnesota,77.64,71.37
668,24,Mississippi St,Alabama,26.12,5.06
669,17,Tennessee,Missouri,89.17,48.54
670,10,UTEP,North Texas,129.25,65.82
671,13,Purdue,Northwestern,44.51,20.83
672,20,TCU,Oklahoma,15,4.97
673,22,ULL,Mississippi,115.28,62.27
674,34,Rice,Southern Miss,125.18,78.7
675,19,Arkansas St,South Alabama,77.83,114.65
676,27,Kansas,Texas,120.93,44.1
677,14,New Mexico,Texas A&M,113.56,45.46
678,30,Texas St,Georgia St,126.47,105.35
679,24,Baylor,Texas Tech,104.83,53.54
680,19,UT San Antonio,UAB,92.49,89.48
681,21,Vanderbilt,Kentucky,80.34,57.89
682,14,Iowa,Wisconsin,25.89,5.56
683,14,Air Force,Wyoming,91.62,77.85
684,28,Oregon St,Arizona,115.88,50.7
685,24,Colorado,USC,77.62,12.62
686,25,Utah,Washington St,49.68,24.7
687,14,San Jose St,Nevada,125.87,104.18
688,37,Arizona St,UCLA,41.44,50.2
689,21,Hawaii,Fresno St,119.54,46.19
690,52,Colorado St,Boise St,77.44,29.91
691,34,Ohio,Akron,62.63,83.39
692,37,Bowling Green,Toledo,114.81,32.47
693,23,Kent,C Michigan,121.62,67.65
694,24,Miami OH,E Michigan,97.8,89.25
695,31,W Michigan,N Illinois,78.47,57.87
696,24,Ball St,Buffalo,125.54,85.25
697,20,Tulsa,South Florida,104.96,35.43
698,35,New Mexico,UNLV,113.56,102.19
699,38,MTSU,WKU,92.5,101.64
705,16,Connecticut,Boston College,108.29,30.96
706,20,Georgia Tech,Duke,48.67,53.03
707,20,Cincinnati,East Carolina,101.84,107.55
708,7,UAB,Florida,89.48,69.78
709,24,Florida Intl,FL Atlantic,77.11,37.09
710,13,Kentucky,Georgia,57.89,2.73
711,0,Rutgers,Indiana,92.08,62.31
712,10,Syracuse,Louisville,73.23,27.51
713,28,Virginia,Miami FL,63.33,12.94
714,7,Maryland,Michigan St,75.53,20.78
715,14,Illinois,Ohio St,107.92,4.96
716,21,Rice,Old Dominion,125.18,108.61
717,44,Nebraska,Penn St,77.64,7.69
718,19,Temple,UCF,74.57,9.1
719,14,Pittsburgh,Virginia Tech,64.3,19.41
720,24,NC State,Wake Forest,25.34,32.82
721,14,West Virginia,Texas,44.8,44.1
722,21,Arkansas,Mississippi St,83.09,26.12
723,12,Texas St,Arkansas St,126.47,77.83
724,14,ULM,Auburn,108.66,8.66
725,13,Baylor,Iowa St,104.83,33.95
726,14,San Jose St,Colorado St,125.87,77.44
727,15,Iowa,Purdue,25.89,44.51
728,3,Kansas,Oklahoma,120.93,4.97
729,34,New Mexico St,ULL,101.82,115.28
730,45,SMU,Memphis,58.7,21.31
731,49,Army,North Texas,54.96,65.82
732,0,Minnesota,Northwestern,71.37,20.83
733,40,Oklahoma St,Kansas St,19.39,45.64
734,24,Mississippi,Texas A&M,62.27,45.46
735,21,Charlotte,Southern Miss,126.26,78.7
736,10,Tennessee,LSU,89.17,21.18
737,3,Texas Tech,TCU,53.54,15
738,17,Houston,Tulane,48.13,80.4
739,7,Marshall,UT San Antonio,73.74,92.49
740,17,Vanderbilt,Missouri,80.34,48.54
741,10,Michigan,Wisconsin,23.2,5.56
742,10,BYU,Massachusetts,104.12,105.98
743,19,Air Force,Boise St,91.62,29.91
744,21,UTEP,Louisiana Tech,129.25,88.91
745,0,Hawaii,Utah St,119.54,84.57
746,7,Wyoming,Fresno St,77.85,46.19
747,0,South Alabama,Ga Southern,114.65,120.79
748,7,Idaho,Coastal Car,112.71,119.83
749,28,Arizona,Oregon,50.7,39.78
750,24,Oregon St,Arizona St,115.88,41.44
751,14,California,Stanford,65.23,17.31
752,23,UCLA,USC,50.2,12.62
753,30,Utah,Washington,49.68,11.72
754,17,Navy,Notre Dame,51.61,11.16
755,23,Nevada,San Diego St,104.18,34.67
756,14,Kent,Akron,121.62,83.39
757,7,Ball St,Miami OH,125.54,97.8
758,31,Bowling Green,E Michigan,114.81,89.25
